src,status,reason,sha256,size_bytes,line_count,experiment,schema,rq,timestamp,subject_id_from_path,warnings
results/flakiness_test_outcomes_20260515T103659Z.csv,excluded,CSV has 0 data rows (header only or empty),9d11e644f31cc8159e3dcb35cdf13f7de7cb863dfd69b1ca6808f30505636419,128,1,flakiness,test_outcomes,RQ1,20260515T103659Z,,
results/idempotence_run_metrics_20260514T221954Z.csv,partial,data_row_count=9 below min_runs=12,b62fdd6c4a94684a542e466d5040105bf01458f9f605d0dea5fe0ee24ccaacc4,2043,10,idempotence,run_metrics,RQ5,20260514T221954Z,,
results/idempotence_run_metrics_20260514T222039Z.csv,excluded,CSV has 0 data rows (header only or empty),ef0ff41f96cb67fdb9b7b3acd11cf068c4ccb389f6b37f8aecb89192aa400a84,144,1,idempotence,run_metrics,RQ5,20260514T222039Z,,
results/idempotence_run_metrics_20260514T230001Z.csv,partial,data_row_count=7 below min_runs=12,c96b94b1866b35d4e831384e11b7076a5e64a4a1a745267a29ec59e3d9aead0a,1587,8,idempotence,run_metrics,RQ5,20260514T230001Z,,
results/idempotence_run_metrics_20260515T045445Z.csv,partial,data_row_count=4 below min_runs=12,31e09dcb49464777904865bc4d227648325ffc80e8e729cb546dd58f7c3d557b,956,5,idempotence,run_metrics,RQ5,20260515T045445Z,,
results/performance_run_metrics_20260514T210953Z.csv,excluded,CSV has 0 data rows (header only or empty),64b888edc02100a5d5d186be083e574f0665ac627b93583dbaaaac4bfe1fc046,133,1,performance,run_metrics,RQ3,20260514T210953Z,,
results/performance_run_metrics_20260514T211153Z.csv,obsolete,"legacy top-level CSV — pre-2026-05-15 layout, superseded by per-subject results/<*>/performance_*.csv",bd6a80f6f4952a4a4ddbfdeb8db2a2cc5853fa5305f717e0fe2035b020752951,37889,261,performance,run_metrics,RQ3,20260514T211153Z,,"duplicate run_ids: ['performance-isoTrue-000-8a1ff8', 'performance-isoTrue-001-37e668', 'performance-isoTrue-002-08a79f'] (40 total); header does not match expected schema for this experiment"
results/performance_run_metrics_20260514T230001Z.csv,obsolete,"legacy top-level CSV — pre-2026-05-15 layout, superseded by per-subject results/<*>/performance_*.csv",a822ea6eaa8b8b6e1dca12eb7e7c3886472711b51bbb3e4cd3e35951f02659c0,5555,31,performance,run_metrics,RQ3,20260514T230001Z,,"duplicate run_ids: ['performance-s1-flask-catalog-isoTrue-000-292d48', 'performance-s1-flask-catalog-isoTrue-001-ab3f68', 'performance-s1-flask-catalog-isoTrue-002-d9e8b7'] (4 total); missing iso condition(s): ['False']"
results/performance_run_metrics_20260515T045442Z.csv,obsolete,"legacy top-level CSV — pre-2026-05-15 layout, superseded by per-subject results/<*>/performance_*.csv",6749248634b7516d0bb872eb48480b5b106ef4e48940d6754207432da9d6a449,5723,32,performance,run_metrics,RQ3,20260515T045442Z,,"duplicate run_ids: ['performance-s1-flask-catalog-isoTrue-000-a18672', 'performance-s1-flask-catalog-isoTrue-001-abbaa2', 'performance-s1-flask-catalog-isoTrue-002-fd4396'] (4 total); missing iso condition(s): ['False']"
results/s1-flask-catalog/bug_detection_test_outcomes_20260516T172534Z.csv,partial,mutant_ids_observed_count=1 below min_mutants=30,37487c6ea88e388e11a0c939ca739f0b580fbbf36d2eb4600ebaf55cc498c099,638,4,bug_detection,test_outcomes,RQ4,20260516T172534Z,s1-flask-catalog,duplicate run_ids: ['bug_detection-s1-flask-catalog-mutant1-static-f794ef'] (1 total)
results/s1-flask-catalog/bug_detection_test_outcomes_20260516T175847Z.csv,partial,mutant_ids_observed_count=1 below min_mutants=30,2dc8e8a2a294c8dc733eef4dc3d02a858baf9959a33de3de85629b7160ecaa79,1688,10,bug_detection,test_outcomes,RQ4,20260516T175847Z,s1-flask-catalog,"duplicate run_ids: ['bug_detection-s1-flask-catalog-mutant1-static-708242', 'bug_detection-s1-flask-catalog-mutant1-llm_fixed-af294f', 'bug_detection-s1-flask-catalog-mutant1-llm_free-aa2f9d'] (3 total)"
results/s1-flask-catalog/bug_detection_test_outcomes_20260516T182440Z.csv,partial,mutant_ids_observed_count=1 below min_mutants=30,62dbae7fecec85481594269e99e9da1b9ec246f576ad0e29d9ce084dd835d85c,1688,10,bug_detection,test_outcomes,RQ4,20260516T182440Z,s1-flask-catalog,"duplicate run_ids: ['bug_detection-s1-flask-catalog-mutant1-static-7c0457', 'bug_detection-s1-flask-catalog-mutant1-llm_fixed-636efd', 'bug_detection-s1-flask-catalog-mutant1-llm_free-80fd28'] (3 total)"
results/s1-flask-catalog/cross_pr_test_outcomes_20260515T143737Z.csv,partial,data_row_count=36 below min_rows=40 for cross_pr,6d11503bb58a39b0354e476459e4750eec5cf809b31e7a2b2fbf900ff2c84485,6062,37,cross_pr,test_outcomes,RQ2,20260515T143737Z,s1-flask-catalog,"duplicate run_ids: ['cross_pr-s1-flask-catalog-k2-isoTrue-1cef0dd6-1-concurrent_k2', 'cross_pr-s1-flask-catalog-k2-isoTrue-1cef0dd6-0-concurrent_k2', 'cross_pr-s1-flask-catalog-k4-isoTrue-8706e169-2-concurrent_k4'] (12 total)"
results/s1-flask-catalog/cross_pr_test_outcomes_20260515T163956Z.csv,obsolete,"superseded by cross_pr_test_outcomes_20260516T234202Z.csv (succ=56 vs 40, rows 84 vs 60, ts 20260516T234202Z vs 20260515T163956Z)",233b05e9d2e542d5c79753d620cb9aee14a5d75563009edcacd0fbaf95219207,10028,61,cross_pr,test_outcomes,RQ2,20260515T163956Z,s1-flask-catalog,"duplicate run_ids: ['cross_pr-s1-flask-catalog-k2-isoTrue-3ad844a8-1-concurrent_k2', 'cross_pr-s1-flask-catalog-k2-isoTrue-3ad844a8-0-concurrent_k2', 'cross_pr-s1-flask-catalog-k4-isoTrue-72c3fcaa-3-concurrent_k4'] (20 total)"
results/s1-flask-catalog/flakiness_test_outcomes_20260515T110552Z.csv,partial,data_row_count=10 below 50% of expected (~180) for flakiness,9b4248106c4217323361a1250abe3934b9ab30fc5ddc5d99975b61e7d4314fe7,1609,11,flakiness,test_outcomes,RQ1,20260515T110552Z,s1-flask-catalog,duplicate run_ids: ['flakiness-s1-flask-catalog-isoTrue-000-d02c30'] (1 total); missing iso condition(s): ['False']
results/s1-flask-catalog/flakiness_test_outcomes_20260516T145451Z.csv,obsolete,"superseded by flakiness_test_outcomes_20260515T112339Z.csv (succ=120 vs 120, rows 510 vs 504, ts 20260515T112339Z vs 20260516T145451Z)",818485d24cabcd30842f385aaa5f638302ef80a5f2e2bc6344b3f55070a0ea57,74780,505,flakiness,test_outcomes,RQ1,20260516T145451Z,s1-flask-catalog,"duplicate run_ids: ['flakiness-s1-flask-catalog-isoTrue-000-fe298c', 'flakiness-s1-flask-catalog-isoTrue-001-024a09', 'flakiness-s1-flask-catalog-isoTrue-002-df7758'] (60 total)"
results/s1-flask-catalog/performance_run_metrics_20260516T145456Z.csv,obsolete,"superseded by performance_run_metrics_20260515T125712Z.csv (succ=0 vs 0, rows 390 vs 384, ts 20260515T125712Z vs 20260516T145456Z)",32e283afdd435c74a3af3c7486a0c755114858e8dd112a28b993a18842e04779,69034,385,performance,run_metrics,RQ3,20260516T145456Z,s1-flask-catalog,"duplicate run_ids: ['performance-s1-flask-catalog-isoTrue-000-919f0b', 'performance-s1-flask-catalog-isoTrue-001-3198bf', 'performance-s1-flask-catalog-isoTrue-002-e91e3d'] (60 total)"
results/s2-listmonk/cross_pr_test_outcomes_20260515T180943Z.csv,obsolete,"superseded by cross_pr_test_outcomes_20260516T235356Z.csv (succ=56 vs 20, rows 84 vs 60, ts 20260516T235356Z vs 20260515T180943Z)",5048e490d4ab4877a6226f44eeb6a2e27b29a763d4f2a50ee8535dd5a4799a1e,9368,61,cross_pr,test_outcomes,RQ2,20260515T180943Z,s2-listmonk,"duplicate run_ids: ['cross_pr-s2-listmonk-k2-isoTrue-52605221-0-concurrent_k2', 'cross_pr-s2-listmonk-k2-isoTrue-52605221-1-concurrent_k2', 'cross_pr-s2-listmonk-k4-isoTrue-f1f07904-1-concurrent_k4'] (20 total)"
results/s2-listmonk/flakiness_test_outcomes_20260516T144205Z.OBSOLETE_SEEDCOUNT3.csv,obsolete,filename contains 'OBSOLETE',836119a557fce57fc38c3c755869267603838f95528f85a28957c5c968f3ba5b,69383,505,flakiness,test_outcomes,RQ1,20260516T144205Z,s2-listmonk,"duplicate run_ids: ['flakiness-s2-listmonk-isoTrue-000-7984f9', 'flakiness-s2-listmonk-isoTrue-001-b4ca97', 'flakiness-s2-listmonk-isoTrue-002-ffbc53'] (60 total)"
results/s3-healthchecks/cross_pr_test_outcomes_20260515T190940Z.csv,partial,data_row_count=18 below min_rows=40 for cross_pr,7817d1c9a4d8440220975b5d510ef2664f796b54000309c441e7c7e8a9c54a60,3008,19,cross_pr,test_outcomes,RQ2,20260515T190940Z,s3-healthchecks,"duplicate run_ids: ['cross_pr-s3-healthchecks-k2-isoTrue-885efea2-0-concurrent_k2', 'cross_pr-s3-healthchecks-k2-isoTrue-885efea2-1-concurrent_k2', 'cross_pr-s3-healthchecks-k4-isoTrue-af41c70e-2-concurrent_k4'] (6 total)"
results/s3-healthchecks/cross_pr_test_outcomes_20260515T202703Z.csv,obsolete,"superseded by cross_pr_test_outcomes_20260517T000516Z.csv (succ=56 vs 40, rows 84 vs 60, ts 20260517T000516Z vs 20260515T202703Z)",fb8cbd4a9b1bc3ba5ecc74f7cb4533581595f052a93af8d981e1fac1e2a1fcfd,9908,61,cross_pr,test_outcomes,RQ2,20260515T202703Z,s3-healthchecks,"duplicate run_ids: ['cross_pr-s3-healthchecks-k2-isoTrue-44fb5f4e-1-concurrent_k2', 'cross_pr-s3-healthchecks-k2-isoTrue-44fb5f4e-0-concurrent_k2', 'cross_pr-s3-healthchecks-k4-isoTrue-3064bcfb-2-concurrent_k4'] (20 total)"
results/s3-healthchecks/idempotence_run_metrics_20260517T064531Z.csv,obsolete,"superseded by idempotence_run_metrics_20260517T080328Z.csv (succ=18 vs 14, rows 18 vs 14, ts 20260517T080328Z vs 20260517T064531Z)",ba84888c77a4e52c90f31b2576247386aeb2515978201a29485ba0619e06ad31,3083,15,idempotence,run_metrics,RQ5,20260517T064531Z,s3-healthchecks,data_row_count=14 below full target=18 (kept as candidate-final)
results/s4-umami/cross_pr_test_outcomes_20260515T204434Z.csv,obsolete,"superseded by cross_pr_test_outcomes_20260517T121413Z.csv (succ=56 vs 0, rows 84 vs 60, ts 20260517T121413Z vs 20260515T204434Z)",b37a2f7130efac97aaf5892242707bca9a71defa0fa55189451298e1c3a15a5d,8948,61,cross_pr,test_outcomes,RQ2,20260515T204434Z,s4-umami,"duplicate run_ids: ['cross_pr-s4-umami-k2-isoTrue-044410ad-1-concurrent_k2', 'cross_pr-s4-umami-k2-isoTrue-044410ad-0-concurrent_k2', 'cross_pr-s4-umami-k4-isoTrue-5c562775-0-concurrent_k4'] (20 total)"
results/s4-umami/cross_pr_test_outcomes_20260517T001623Z.csv,obsolete,"superseded by cross_pr_test_outcomes_20260517T121413Z.csv (succ=56 vs 28, rows 84 vs 84, ts 20260517T121413Z vs 20260517T001623Z)",cb42d92023bf4bf5924667cdc5dac6a9b2c27036687d6bd0028b10a7c4942fd5,12560,85,cross_pr,test_outcomes,RQ2,20260517T001623Z,s4-umami,"duplicate run_ids: ['cross_pr-s4-umami-k2-isoTrue-5b3c4b37-0-concurrent_k2', 'cross_pr-s4-umami-k2-isoTrue-5b3c4b37-1-concurrent_k2', 'cross_pr-s4-umami-k4-isoTrue-39444d97-0-concurrent_k4'] (28 total)"
results/s4-umami/flakiness_test_outcomes_20260516T144225Z.OBSOLETE_broken_assertions.csv,obsolete,filename contains 'OBSOLETE',9df2df12e1e9b75a5dcbd6ed88e71a97306856ec09ccce1bdefed81a75eda620,66002,505,flakiness,test_outcomes,RQ1,20260516T144225Z,s4-umami,"duplicate run_ids: ['flakiness-s4-umami-isoTrue-000-48c56b', 'flakiness-s4-umami-isoTrue-001-e08ee5', 'flakiness-s4-umami-isoTrue-002-e7afa7'] (60 total)"
results/s4-umami/flakiness_test_outcomes_20260516T185338Z.csv,obsolete,"superseded by flakiness_test_outcomes_20260517T104741Z.csv (succ=120 vs 60, rows 510 vs 510, ts 20260517T104741Z vs 20260516T185338Z)",16d9cf8cb4ed227cf6a6f6d4ada3037b994f659a41fe3432d874f3191f07691f,67148,511,flakiness,test_outcomes,RQ1,20260516T185338Z,s4-umami,"duplicate run_ids: ['flakiness-s4-umami-isoTrue-000-bf4ec1', 'flakiness-s4-umami-isoTrue-001-996c76', 'flakiness-s4-umami-isoTrue-002-294c18'] (60 total)"
results/s4-umami/idempotence_run_metrics_20260517T083851Z.csv,obsolete,"0/18 Succeeded (all phase=Failed) — suggests broken subject image or environment issue, not operator divergence",eca9aebfa473faacca03110553f6ac9fcc03980c7787473efcb8b30cf2e5cb62,3574,19,idempotence,run_metrics,RQ5,20260517T083851Z,s4-umami,
results/s5-petclinic/assertion_outcomes_20260517T122246Z.csv,excluded,filename does not match expected experiment_schema_timestamp pattern,647eb788321cc19a1d1362de9662477fa7ad70632a0b35a9f285502cd3a42d35,3447,25,unknown,unknown,?,,s5-petclinic,duplicate run_ids: ['idem-1e20650d'] (1 total)
results/s5-petclinic/flakiness_test_outcomes_20260516T164554Z.OBSOLETE_readiness_race.csv,obsolete,filename contains 'OBSOLETE',000d9468b8115439feb95f0052d44d682b25a6684c740525cc90d92ca476cfd5,70868,511,flakiness,test_outcomes,RQ1,20260516T164554Z,s5-petclinic,"duplicate run_ids: ['flakiness-s5-petclinic-isoTrue-000-8f4a67', 'flakiness-s5-petclinic-isoTrue-001-18495e', 'flakiness-s5-petclinic-isoTrue-002-945268'] (60 total)"
results/s5-petclinic/idempotence_run_metrics_20260517T091308Z.csv,obsolete,"0/18 Succeeded (all phase=Failed) — suggests broken subject image or environment issue, not operator divergence",a051bb2652a9db198e7e96522295fb22bb9adc5de405cbf8c2f676eaeb83d7d9,3719,19,idempotence,run_metrics,RQ5,20260517T091308Z,s5-petclinic,
results/s5-petclinic/idempotence_run_metrics_20260517T122619Z.csv,obsolete,"0/18 Succeeded (all phase=Failed) — suggests broken subject image or environment issue, not operator divergence",e8e4baa72d1db011479cb35a7636be9e951770f025c53bc4733b58abd952b47f,3714,19,idempotence,run_metrics,RQ5,20260517T122619Z,s5-petclinic,
results/s5-petclinic/performance_run_metrics_20260516T164617Z.OBSOLETE_readiness_race.csv,obsolete,filename contains 'OBSOLETE',6155af7a020f26e2c1a179a51b402bd0d224264c26a70657acc5d66214a378cb,66733,391,performance,run_metrics,RQ3,20260516T164617Z,s5-petclinic,"duplicate run_ids: ['performance-s5-petclinic-isoTrue-000-328eca', 'performance-s5-petclinic-isoTrue-001-c34829', 'performance-s5-petclinic-isoTrue-002-860add'] (60 total)"
